,taxonID,scientificNameID,localID,scientificName,taxonRank,parentNameUsageID,scientificNameAuthorship,family,subfamily,tribe,subtribe,genus,subgenus,specificEpithet,infraspecificEpithet,verbatimTaxonRank,nomenclaturalStatus,namePublishedIn,taxonomicStatus,acceptedNameUsageID,originalNameUsageID,nameAccordingToID,taxonRemarks,created,modified,references,source,majorGroup,tplID,synonims
502926,wfo-0000506284,urn:lsid:ipni.org:names:77080963-1,736670,Aeschynanthus mendumiae,species,wfo-4000000809,D.J.Middleton,Gesneriaceae,Didymocarpoideae,Trichosporeae,Didymocarpinae,Aeschynanthus,,mendumiae,,species,Valid,Edinburgh J. Bot. 64: 45 (2007),Accepted,,,,"Source in seed data: cmp Update namepublishedIn from Edinburgh J. Bot. 64: 45 2007 to Edinburgh J. Bot. 64: 45 (2007), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/",2022-04-16,2024-11-28,https://padme.rbge.org.uk/wfo/wfo-0000506284,The Gesneriaceae TEN,A,kew-2603422,[]
48186,wfo-0000047718,urn:lsid:ipni.org:names:77117507-1,GCC-7A502D45-A672-47F8-BAA5-1363CA9AB62D,Anastraphia cristalensis,species,wfo-4000001875,Ventosa & P.Herrera,Asteraceae,Gochnatioideae,Gochnatieae,,Anastraphia,,cristalensis,,species,Valid,"Compositae Newslett. 49: 41 (-42, 52; fig. 2) (2011)",Accepted,,,,"Source in seed data: gcc Update namepublishedIn from Compositae Newslett. 49: 41 (-42, 52; fig. 2). 2011 [22 Dec 2011] to Compositae Newslett. 49: 41 (-42, 52; fig. 2) (2011), information provided by Alan E. on email Jun. 07 2021 More details could be fo",2022-04-16,2024-06-04,https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1085331,The Asteraceaae TEN,A,gcc-146191,[]
293940,wfo-0000296560,urn:lsid:ipni.org:names:664468-1,17836-wcs,Attalea sagotii,species,wfo-4000003620,(Trail ex Thurn) Wess.Boer,Arecaceae,,,,Attalea,,sagotii,,species,Valid,Indig. Palms Surin. : 162 (1965),Accepted,,wfo-0000258711,,"Source in seed data: wcs Updated namepublishedIn from Indig. Palms Surin. 162 1965 to Indig. Palms Suriname 162. 1965 ; Fl. Surin. 5., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.or",2022-04-16,2024-06-04,,The Arecaceae TEN,A,kew-17836,"['Orbignya agrestis' 'Orbignya polysticha' 'Orbignya sabulosa'
 'Orbignya sagotii' 'Attalea agrestis' 'Attalea polysticha'
 'Attalea pycnocarpa']"
1267634,wfo-0001276192,urn:lsid:ipni.org:names:120300-1,50287069,Podonosma orientalis,species,wfo-4000030502,(L.) Feinbrun,Boraginaceae,,,,Podonosma,,orientalis,,species,Valid,Israel J. Bot. 26: 80 (1976),Accepted,,wfo-0000597890,,"Source in seed data: tro Update namepublishedIn from Israel J. Bot. 25(1-2): 80. 1976 to Israel J. Bot. 26: 80 (1976), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:120300-1,The Boraginaceae TEN,A,tro-50287069,"['Onosma syriaca' 'Podonosma syriacum' 'Cerinthe orientalis'
 'Onosma orientalis' 'Podonosma syriaca'
 'Onosma orientalis var. palmyrena']"
1049975,wfo-0001056193,urn:lsid:ipni.org:names:483686-1,13043523,Canavalia molokaiensis,species,wfo-4000006519,"O.Deg., I.Deg. & J.D.Sauer",Fabaceae,Papilionoideae,,,Canavalia,,molokaiensis,,species,Valid,Fl. Hawaiiensis 1690: [s.p.] (1962),Accepted,,,,"Source in seed data: tro Update namepublishedIn from Fl. Hawaiiensis [Degener] Fam. 169 c. 1962 to Fl. Hawaiiensis 1690: s.p. (1962), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org",2022-04-16,2024-06-04,https://www.legumedata.org/taxonomy/taxon/2696240,The Fabaceae TEN - Legume Taxonomy Working Group,A,tro-13043523,"['Canavalia peninsularis' 'Canavalia stenophylla'
 'Canavalia galeata var. molokaiensis']"
745351,wfo-0000749607,urn:lsid:ipni.org:names:77112923-1,1026873,Henckelia tibetica,species,wfo-4000017467,(Franch.) D.J.Middleton & Mich.MÃ¶ller,Gesneriaceae,Didymocarpoideae,Trichosporeae,Didymocarpinae,Henckelia,,tibetica,,species,Valid,Taxon 60: 777 (2011),Accepted,,wfo-0000750601,,"Source in seed data: cmp Update namepublishedIn from Taxon 60: 777 2011 to Taxon 60: 777 (2011), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2904417 >The Plant",2022-04-16,2024-11-28,https://padme.rbge.org.uk/wfo/wfo-0000749607,The Gesneriaceae TEN,A,kew-2904417,['Chirita tibetica' 'Didymocarpus tibeticus' 'Roettlera tibetica']
339192,wfo-0000341856,urn:lsid:ipni.org:names:36855-2,222072,Bromelia fragilis,species,wfo-4000005472,L.B.Sm.,Bromeliaceae,,,,Bromelia,,fragilis,,species,Valid,Contr. U.S. Natl. Herb. 29: 285 (1949),Accepted,,,,"Source in seed data: wcs Update namepublishedIn from Contr. U. S. Natl. Herb. 29: 285 1949 to Contr. U.S. Natl. Herb. 29: 285 (1949), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36855-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-222072,[]
1264289,wfo-0001272808,urn:lsid:ipni.org:names:60433966-2,50260158,Astragalus macrostephanus,species,wfo-4000003460,(S.B.Ho) Podlech & L.R.Xu,Fabaceae,Papilionoideae,,,Astragalus,,macrostephanus,,species,Valid,Novon 14: 217 (2004),Accepted,,wfo-0001388378,,"Source in seed data: tro Update namepublishedIn from Novon 14(2): 217. 2004 [4 Jun 2004] to Novon 14: 217 (2004), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-5",2022-04-16,2024-06-04,https://www.legumedata.org/taxonomy/taxon/2660874,The Fabaceae TEN - Legume Taxonomy Working Group,A,tro-50260158,['Astragalus iliensis var. macrostephanus']
660908,wfo-0000664889,urn:lsid:ipni.org:names:902000-1,914112,Elaeocarpus williamsianus,species,wfo-4000013109,Guymer,Elaeocarpaceae,,,,Elaeocarpus,,williamsianus,,species,Valid,Telopea  2: 385 (1983),Accepted,,,,"Source in seed data: cmp Update namepublishedIn from Telopea 2(4): 385. 1983 [13 Oct 1983] to Telopea 2: 385 (1983), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ke",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:902000-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2786132,[]
969783,wfo-0000974438,urn:lsid:ipni.org:names:636030-1,91597,Gongora odoratissima,species,wfo-4000015973,Lem.,Orchidaceae,,,,Gongora,,odoratissima,,species,Valid,Fl. Serres Jard. Eur. 3: 229 (1847),Accepted,,,,"Source in seed data: wcs Update namepublishedIn from in Fl. des Serres Ser. I, ii. (1847) 229. to Fl. Serres Jard. Eur. 3: 229 (1847), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:636030-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-91597,[]
902321,wfo-0000906797,urn:lsid:ipni.org:names:426247-1,449450,Urochloa brachyura,species,wfo-4000039845,(Hack.) Stapf,Poaceae,,,,Urochloa,,brachyura,,species,Valid,Fl. Trop. Afr. 9: 592 (1920),Accepted,,wfo-0000883295,,"Source in seed data: wcs Updated scientificnameAuthorship from (Hack.) Stapf to Stapf, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-449450 >The Plant List v.1.1",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:426247-1,The Poaceae TEN,A,kew-449450,"['Panicum brachyurum' 'Urochloa geniculata' 'Urochloa novemnervia'
 'Eriochloa brachyura']"
1388417,wfo-0001425161,urn:lsid:ipni.org:names:77185597-1,531045-wcs,Psorospermum periclitatum,species,wfo-4000031826,Byng & Christenh.,Hypericaceae,,,,Psorospermum,,periclitatum,,species,Valid,Global Fl.  4: 127 (2018),Accepted,,wfo-0001296114,,"Source in seed data: wcvp Updated namepublishedIn from Global Fl. 4: 127 (2018) to Global Fl. 4: 127. 2018 [9 Feb 2018] [epublished], information provided by Alan E. on email Oct. 12 2020",2022-04-16,2024-11-20,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77185597-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,,['Vismia pauciflora']
951880,wfo-0000956528,urn:lsid:ipni.org:names:76804-1,7450,Alyxia stellata,species,wfo-4000001444,Roem. & Schult.,Apocynaceae,,,,Alyxia,,stellata,,species,Valid,"Syst. Veg., ed. 15 bis 4: 439 (1819)",Accepted,,wfo-0000976917,,"Source in seed data: wcs Updated scientificnameAuthorship from (J.R.Forst. & G.Forst.) Roem. & Schult. to Roem. & Schult., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec",2022-04-16,2024-06-04,,The Apocynaceae TEN,A,kew-7450,"['Pulassarium obtusifolium' 'Pulassarium oliviformis'
 'Pulassarium scandens' 'Pulassarium stellatum' 'Pulassarium sulcatum'
 'Pulassarium thozetii' 'Pulassarium torresianum' 'Alyxia amoena'
 'Alyxia brevipes' 'Alyxia elliptica' 'Alyxia fosbergii'
 'Alyxia intermedia' 'Alyxia latilimba' 'Alyxia linearifolia'
 'Alyxia myrtillifolia' 'Alyxia obtusifolia' 'Alyxia oliviformis'
 'Alyxia oliviformis f. ampla' 'Alyxia oliviformis f. angusta'
 'Alyxia oliviformis f. cuneata' 'Alyxia oliviformis f. elliptica'
 'Alyxia oliviformis f. fusiformis' 'Alyxia oliviformis f. lanceolata'
 'Alyxia oliviformis f. linearis' 'Alyxia oliviformis var. myrtillifolia'
 'Alyxia oliviformis f. myrtillifolia' 'Alyxia oliviformis f. obovata'
 'Alyxia oliviformis var. ovata' 'Alyxia oliviformis f. ovata'
 'Alyxia oliviformis f. retusa' 'Alyxia oliviformis f. rotundata'
 'Alyxia oliviformis f. subacuta' 'Alyxia palauensis' 'Alyxia scandens'
 'Alyxia stellata var. amoea' 'Alyxia stellata var. deckeri'
 'Alyxia stellata var. fatuhivensis' 'Alyxia stellata f. marquesensis'
 'Alyxia stellata var. marquesensis' 'Alyxia sulcata' 'Alyxia thozetii'
 'Alyxia torresiana' 'Gynopogon apolimae' 'Gynopogon brevipes'
 'Gynopogon oliviformis' 'Gynopogon scandens' 'Gynopogon stellatus'
 'Gynopogon torresianus' 'Alyxia oliviformis var. lanceolata']"
458778,wfo-0000461942,urn:lsid:ipni.org:names:713994-1,661168,Ranunculus transtibiscensis,species,wfo-4000032540,SoÃ³,Ranunculaceae,,,,Ranunculus,,transtibiscensis,,species,Valid,Acta Bot. Acad. Sci. Hung. 10: 225 (1964),Accepted,,,,"Source in seed data: ksu Update namepublishedIn from Acta Bot. Acad. Sci. Hung. 10: 222, in clavi, 225. 1964 ; et in Acta Bot. Acad. Sci. Hung. 11: 395 (1965) to Acta Bot. Acad. Sci. Hung. 10: 225 (1964), information provided by Alan E. on email Jun. 07 ",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:713994-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2525117,[]
232624,wfo-0000235154,urn:lsid:ipni.org:names:152167-2,119472,Manettia evenia,species,wfo-4000023020,Sprague,Rubiaceae,,,,Manettia,,evenia,,species,Valid,"Bull. Herb. Boissier , sÃ©r. 2, 5: 835 (1905)",Accepted,,,,"Source in seed data: wcs Update namepublishedIn from Bull. Herb. Boissier II, 5: 835 1905 to Bull. Herb. Boissier , sÃ©r. 2, 5: 835 (1905), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152167-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-119472,[]
741563,wfo-0000745810,urn:lsid:ipni.org:names:77104714-1,1021642,Aconitum bhutanobulbilliferum,species,wfo-4000000341,Kadota,Ranunculaceae,,,,Aconitum,,bhutanobulbilliferum,,species,Valid,J. Jap. Bot. 85: 18 (2010),Accepted,,,,"Source in seed data: cmp Update namepublishedIn from J. Jap. Bot. 85(1): 18 (-21; figs. 3-4). 2010 [Feb 2010] to J. Jap. Bot. 85: 18 (2010), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl",2022-04-16,2024-06-04,,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2898863,[]
1319387,wfo-0001342125,urn:lsid:ipni.org:names:77146285-1,,Sporobolus borszczowii,species,wfo-4000036182,(Regel) P.M.Peterson,Poaceae,,,,Sporobolus,,borszczowii,,species,Valid,Phytoneuron 2015-20: 1 (2015),Accepted,,wfo-0000860775,,"Source in seed data: ipni Update namepublishedIn from Phytoneuron 2015-20: 1. [30 Mar 2015] [epublished] to Phytoneuron 2015-20: 1 (2015), information provided by Alan E. on email Jun. 07 2021",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77146285-1,The Poaceae TEN,A,,"['Crypsis acuminata subsp. borszczowii' 'Crypsis borszczowii'
 'Heleochloa borszczowii']"
1112755,wfo-0001119727,urn:lsid:ipni.org:names:17133790-1,26614874,Leptopteris wilkesiana,species,wfo-4000021324,(Brack.) Christ,Osmundaceae,,,,Leptopteris,,wilkesiana,,species,Valid,Farnkr. 334. 1897 ; & NPfl. 378,Accepted,,,,"Source in seed data: tro Updated scientificnameAuthorship from C.Chr. to (Brack.) Christ, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-26614874 >The Plant List ",2022-04-16,2024-12-16,https://pteridogroup.github.io/,Ferns and Allies TEN - the Pteridophyte Phylogeny Group (PPG).,Polypodiophyta,tro-26614874,"['Todea wilkesiana' 'Todea fraseri var. bidentata'
 'Todea fraseri var. wilkesiana']"
1316872,wfo-0001339609,urn:lsid:ipni.org:names:77140002-1,,Orbexilum psoralioides,species,wfo-4000027011,(Walter) Vincent,Fabaceae,Papilionoideae,,,Orbexilum,,psoralioides,,species,Valid,Phytoneuron 2014-36: 2 (2014),Accepted,,wfo-0001050855,,"Source in seed data: ipni Update namepublishedIn from Phytoneuron 2014-36: 2. [25 Mar 2014] [epublished] to Phytoneuron 2014-36: 2 (2014), information provided by Alan E. on email Jun. 07 2021",2022-04-16,2024-06-04,https://www.legumedata.org/taxonomy/taxon/2997213,The Fabaceae TEN - Legume Taxonomy Working Group,A,,"['Psoralea psoralioides' 'Orbexilum pedunculatum var. gracile'
 'Psoralea melilotoides var. gracilis' 'Psoralea psoralioides var. typica'
 'Psoralea gracilis' 'Trifolium psoralioides' 'Lotodes psoralodes'
 'Orbexilum gracile' 'Psoralea melilotoides' 'Psoralea melilotus'
 'Psoralea psoralioides var. gracilis'
 'Orbexilum pedunculatum var. psoralioides' 'Melilotus psoraloides']"
736601,wfo-0000740841,urn:lsid:ipni.org:names:541306-1,288573,Smilax biltmoreana,species,wfo-4000035623,(Small) J.B.Norton ex Pennell,Smilacaceae,,,,Smilax,,biltmoreana,,species,Valid,Bull. Torrey Bot. Club  43: 413 (1916),Accepted,,wfo-0000701138,,"Source in seed data: wcs Updated scientificnameAuthorship from (Small) J.B.Norton ex Pennell to J.B.Norton ex Pennell, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/",2022-04-16,2024-06-05,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:237583-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-288573,['Nemexia biltmoreana' 'Smilax ecirrhata var. biltmoreana']
701236,wfo-0000705329,urn:lsid:ipni.org:names:1151149-2,385449,Gomortega keule,species,wfo-4000015938,(Molina) Baill.,Gomortegaceae,,,,Gomortega,,keule,,species,Valid,Not. Mens. Mus. Nac. Hist. Nat. 17: 7 (1972),Accepted,,wfo-0000230831,,"Source in seed data: wcs Update namepublishedIn from Not. Mens. Mus. Nac. Hist. Nat. 17: 7 1972 to Not. Mens. Mus. Nac. Hist. Nat. 17: 7 (1972), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepl",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1151149-2,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-2828459,"['Lucuma keule' 'Keulia chilensis' 'Adenostemum nitidum'
 'Gomortega nitida']"
829018,wfo-0000833453,urn:lsid:ipni.org:names:622530-1,37065,Ceratostylis longisegmenta,species,wfo-4000007388,Ames & C.Schweinf.,Orchidaceae,,,,Ceratostylis,,longisegmenta,,species,Valid,Orchidaceae 6: 136 (1920),Accepted,,,,"Source in seed data: wcs Update namepublishedIn from Orchidaceae (Ames) 6: 136. 1920 to Orchidaceae 6: 136 (1920), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:622530-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,kew-37065,[]
1257249,wfo-0001265682,urn:lsid:ipni.org:names:854252-1,50218306,Laportea decumana,species,wfo-4000020589,(Roxb.) Wedd.,Urticaceae,,,,Laportea,,decumana,,species,Valid,Nouv. Arch. Mus. Hist. Nat. 9: 129 (1856),Accepted,,wfo-0001265683,,"Source in seed data: tro Updated scientificnameAuthorship from (Roxb.) Wedd. to Wedd., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-50218306 >The Plant List v.1",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:854252-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-50218306,"['Laportea armata' 'Boehmeria macrothyrsa' 'Urtica decumana'
 'Urticastrum decumanum']"
1078607,wfo-0001085248,urn:lsid:ipni.org:names:585856-1,21800256,Knema erratica,species,wfo-4000020090,(Hook.f. & Thomson) J.Sinclair,Myristicaceae,,,,Knema,,erratica,,species,Valid,Gard. Bull. Singapore  18: 205 (1961),Accepted,,wfo-0001085267,,"Source in seed data: tro Update namepublishedIn from Gard. Bull. Singapore 18(3): 205. 1961 [30 Dec 1961] to Gard. Bull. Singapore 18: 205 (1961), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the",2022-04-16,2024-06-04,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:585856-1,"World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.",A,tro-21800256,"['Knema yunnanensis' 'Myristica erratica'
 'Myristica longifolia var. erratica']"
